norm_date_diff,norm_vol,CALLS_ITM_RATIO,CALLS_OTM_RATIO,PUTS_ITM_RATIO,PUTS_OTM_RATIO,OPEN_RATIO,LOW_RATIO,HIGH_RATIO,OPEN_1_RATIO,OPEN_2_RATIO,OPEN_3_RATIO,OPEN_4_RATIO,LOW_1_RATIO,LOW_2_RATIO,LOW_3_RATIO,LOW_4_RATIO,HIGH_1_RATIO,HIGH_2_RATIO,HIGH_3_RATIO,HIGH_4_RATIO,CLOSE_1_RATIO,CLOSE_2_RATIO,CLOSE_3_RATIO,CLOSE_4_RATIO,EMA_RATIO_20_21,EMA_RATIO_21_22,EMA_RATIO_22_23,EMA_RATIO_23_24,EMA_RATIO_24_25,EMA_RATIO_25_26,EMA_RATIO_26_27,EMA_RATIO_27_28,EMA_RATIO_28_29,EMA_RATIO_29_30,EMA_RATIO_30_31,EMA_RATIO_31_32,EMA_RATIO_32_33,EMA_RATIO_33_34,EMA_RATIO_34_35,EMA_RATIO_35_36,EMA_RATIO_36_37,EMA_RATIO_37_38,EMA_RATIO_38_39,EMA_RATIO_39_40,target
0.607843137254902,0.3586565789496453,0.015222747066920103,0.06485770543459332,0.015379631084593337,0.07940512643797759,0.33326350808811145,0.9582576256611564,0.08690597658280286,0.33183967731580877,0.25370924991807364,0.21687018796589086,0.23910411306443757,0.3715068893638621,0.30716380266973065,0.28538824363376725,0.22468378177609594,0.2705522717737374,0.31527118967406986,0.1831654408508837,0.22530627600533693,0.34509615495500734,0.32158518036997363,0.23735617737011716,0.20865038686676685,0.7543969918941542,0.7499477986872591,0.7457647429364158,0.7418979087388209,0.7386096226824037,0.7361557290034142,0.7340267153051769,0.7322371891478809,0.730794889822107,0.72970217545938,0.7293011856572633,0.7293271740123259,0.7296494507304061,0.7304748745360854,0.7317259349964331,0.7304141326858371,0.7269586777706536,0.7236108429823958,0.7205824576411999,0.717616056977306,0
0.5980392156862745,0.38808826487033077,0.016732775232102613,0.06552888139812707,0.019396830521540186,0.07575636079636561,0.28954315272038933,0.8727118250254797,0.05926189855396968,0.30269348508981575,0.36859380725514035,0.21551941666183605,0.2217985413150264,0.36470047089601276,0.3829912552048821,0.29565533628247664,0.21971529512340993,0.2284381665183688,0.324946203286967,0.27391926431766733,0.18711704008332053,0.2931423868841778,0.29880655978838866,0.35419709527318877,0.20561348090402431,0.7437757354053076,0.7398535633204233,0.7361465875377178,0.7327117424237315,0.7298245184055219,0.7277515183252348,0.7259691602726122,0.7244961225307804,0.7233435664619066,0.7225167534723056,0.7223691138112827,0.7226307168915156,0.7231696731935955,0.7241996702205284,0.7256428468303113,0.7245489817460964,0.7213124993841689,0.7181683319924446,0.7153338477347688,0.7125477878373943,1
0.5882352941176471,0.4482599113555642,0.01776766304947297,0.06686234571311897,0.020387512599477284,0.07422263666048629,0.2628608414927327,0.849404242805921,0.004794409816333056,0.2441843008096536,0.319615306322904,0.2878185143277844,0.2069736359836647,0.3198820798366028,0.3541068636217225,0.34604269259307785,0.21333085179389621,0.18857230372428702,0.26410406654151175,0.2652752486049259,0.25762026095166923,0.2709063151412112,0.23185903026330568,0.3111334997818642,0.27926172428911233,0.7364427273658976,0.7328302247494776,0.729408172634308,0.7262361137508151,0.7235971254793583,0.7217641710797693,0.7202026150063148,0.7189331069932052,0.7179685043002166,0.7173155390793795,0.7173353216208795,0.7177537724693934,0.7184377727931519,0.7196056966910049,0.721179188617441,0.720235966774851,0.7171521787822712,0.7141505777109387,0.7114524612590856,0.7087936332872289,1
0.5784313725490197,0.5642672004010423,0.004405785365510939,0.03008936487112116,0.0,0.042188370022585304,0.2515654143780721,0.9106217237056438,0.07293955693122989,0.2125711118883482,0.25451543737821536,0.24424247568065605,0.2674108763993627,0.3046469825379595,0.2981987197636452,0.3109926740478911,0.24286037603583766,0.14281740502636286,0.21784951553734322,0.21278771731496915,0.243174815199803,0.26129620728448355,0.20359536422632818,0.23770400413266168,0.24001783407628607,0.7341896834193022,0.7306345191740462,0.7272711091365096,0.7241578288041666,0.7215786720985022,0.7198075254372327,0.7183052362829869,0.7170923330809558,0.7161816267847883,0.715579856129267,0.7156503157048775,0.7161172396184128,0.7168468446085541,0.7180588756429955,0.7196746469927291,0.7187811655026337,0.7157483113223009,0.712794629241273,0.7101426594774125,0.7075271465675996,1
0.5686274509803921,0.34444620887978733,0.024305600221814983,0.02843936853318131,0.006150343090722863,0.036302531878291314,0.24157785003014398,0.8212252307244707,0.001389665712197674,0.19139638650545665,0.21296396934925121,0.18690292786031704,0.21916827315633747,0.31013080607931365,0.27018991963218075,0.24888667353869953,0.20990510878629431,0.17648092096606405,0.16362586548011326,0.16945884570790637,0.18655334272873492,0.24813866958061936,0.18353532323208754,0.19920063277137712,0.17631005359685326,0.7394040790632062,0.7356090809463041,0.7320334451639496,0.7287310165451402,0.72597843130265,0.7240435693642127,0.7223939458295661,0.7210478491194152,0.7200162605339102,0.719304409343394,0.7192697347413315,0.7196391664938204,0.7202796289883082,0.7214073432990062,0.722943879621937,0.7219556185247313,0.7188256208081327,0.7157813679229434,0.7130425033804499,0.7103459900282303,0
0.5392156862745099,0.5120341607256736,0.024377515894606808,0.03032565542649427,0.010722114962486526,0.036818633350004105,0.28689925488521495,0.9749650464069308,0.0857575383468927,0.21834407907256614,0.22686428731264108,0.18184188397332934,0.19139336174552912,0.3214441259832962,0.3141287641018965,0.25799707550296624,0.19110162555806598,0.16581517461566686,0.2309877448904516,0.15523548096888962,0.17188948785215374,0.28930733118127816,0.20796871001874884,0.2146736196328749,0.1738742300674011,0.7408132482974992,0.7369672986275333,0.7333480502064873,0.7300079733330591,0.7272215603756962,0.7252549046398968,0.7235773741090696,0.7222066370883056,0.7211531800194848,0.7204218344237177,0.7203683218204162,0.7207204133699037,0.7213453073295994,0.722458189075553,0.7239807509370451,0.7229728127877877,0.719821554850455,0.7167573671726473,0.7139990128269176,0.7112842418583512,0
0.5294117647058824,0.417701848176085,0.004602552821387396,0.035979423632116404,0.012383481690176206,0.04551214949480995,0.3038368738564292,0.9854628429637522,0.06185166073180248,0.2738492433267188,0.2681688900397511,0.20354316306160536,0.1968833121523753,0.38206647848908315,0.3425200051583842,0.31391781288389675,0.2081261095422804,0.240529038606226,0.23587999438551766,0.2184073628600941,0.16886498257962357,0.3067575967123315,0.26071494484806923,0.253714082833256,0.19696089902362102,0.7350732454013666,0.7314566716029702,0.7280487449499304,0.7249040195569734,0.7223029235751568,0.7205165071212747,0.7190052921847894,0.7177883660156397,0.7168774226091585,0.7162783329548859,0.7163528239492649,0.7168252624850453,0.7175617673235166,0.7187811833752278,0.7204047343475111,0.719514575314463,0.716483211266052,0.7135312091449464,0.7108804306429022,0.7082662176509871,1
0.5196078431372549,0.41532556140340643,0.025634178318850006,0.030840860674420822,0.0161737965202561,0.035312374161352425,0.21918662066510008,0.8144489300385267,0.010984305283460394,0.21227345163157052,0.24798933412549384,0.17971099302054694,0.16637574231360008,0.3069107216267747,0.3237948004959482,0.2655160683765111,0.1953445448127883,0.14445093796906372,0.23033357662518505,0.16512133065254186,0.17489368783014048,0.22178762823226306,0.19917142513831498,0.23006748250539721,0.17064088515434506,0.7439034613562399,0.739920831078237,0.736183669768451,0.732741174459079,0.7298629642809544,0.7278111114692649,0.7260586735970804,0.7246217494326856,0.7235095538833463,0.7227258810077615,0.7226227359116137,0.7229294780436106,0.7235137189817067,0.7245884065994375,0.7260753769166968,0.72502114217383,0.7218211827278935,0.7187116644717833,0.715909502739521,0.7131539489785723,1
0.5098039215686275,0.4892570779936002,0.04576422993015258,0.025622243925113884,0.01946579749039916,0.03159136158717932,0.2053322303776215,0.7293512459071954,0.005210260538218936,0.13058809408668037,0.17968556324261875,0.15679216038811916,0.1377111775155062,0.24850923470176955,0.23622285204818383,0.23786214452978494,0.15456211840276812,0.09952738240601056,0.131811962036938,0.1525566768020432,0.11967898912363784,0.2090179333881914,0.11563862434787331,0.16163508822190953,0.1451059481160608,0.7684011524764855,0.7635457524983451,0.7590106885707257,0.7548355525623407,0.7512637604140906,0.7485352175543198,0.7461612762527068,0.7441519739693518,0.7425114406321427,0.741239157993121,0.7406605210577482,0.7405202828487347,0.7406912897771321,0.7413702535872346,0.7424814066955037,0.7409685783488555,0.7372940361324254,0.7337395437564567,0.7305080569442168,0.7273504973543652,1
0.49999999999999994,0.41735957677758917,0.046866140252288996,0.0287655797989695,0.02244539335820713,0.03449121998629238,0.2687989091457892,0.948215304596836,0.05837672919312542,0.17604116055786867,0.15736220205234963,0.14886908040287172,0.15616803027231474,0.28410064425758363,0.23786529337207052,0.2164132304945302,0.1758904553167593,0.1572679019824441,0.14695041214334648,0.12334492996493185,0.14870772067502247,0.2769517784125115,0.16231318321996824,0.13805333626449978,0.13752262355713474,0.7880815371758985,0.7827337681593036,0.7777354411003614,0.7731237837190577,0.7691248606553103,0.7659632775454668,0.7631852838240007,0.7607985052240309,0.7588050031459801,0.7572024621699285,0.75629483459943,0.7558413683540408,0.7557206323608909,0.7561161420667446,0.7569550227555908,0.7550908906814584,0.7510450362557606,0.7471401870739953,0.7435674740241325,0.7400887748360105,0
